SBU_CODE,LOC_CODE,PLU_CODE,ITEM_CODE,ITM_DESC,EAN_CODE,BAR_CODE,PRIM_CLS,SUB_CLS,DET_CLS,UNIT,AVG_PRICE,UNIT_PRICE,DISC_PER,WS_PRICE,WS_QTY,WS_DISC_PER,TAX_CODE,ITM_SIZE,ITM_WEIGHT,ITM_TYPE,ITM_GROUP,PERISH_FLG,SERVICE_L,MAX_INVENT,ON_HAND_Q,INV_ON_HOLD,INV_ON_ORDER,ALLOC_QTY,LST_TXN_DATE,LST_PO_DATE,LST_GRN_DATE,ORDER_SYS,MIN_ORD_QTY,MAX_ORD_QTY,FIXED_ORD_QTY,RE_ORD_PNT,ORDER_INT,LEAD_TIME,SAFETY_TIME,LOCK_FLG,LOCK_USER,UNITISE_PACK,SUPPLIER,RACK_POS,CPCP,buyer,planner,CSEL,CRE_BY,CRE_DATE,MOD_BY,MOD_DATE,non_weighable,COST_PRICE,promo_id,ALLOW_DESC_CHANGE,TAX_CODE2,TAX_CODE3,TAX_CODE4,tax1_app_to,tax2_app_to,tax3_app_to,tax4_app_to,COUNTER_NO,BK_FLUSH,wholesale_price,ALLOW_MOD_AVG,ALLLOW_MOD_COST,ALLOW_MOD_DISC,ALLLOW_MOD_PUR,ALLOW_MOD_WSDISC,ALLOW_MOD_WSPRICE,REMARKS,NEW_MAXINVENT,NEW_REORDPO,ICAT01,LAST_GRN_PRICE,ALTITMCOD,GLGRUP,MATCST,ENECST,LABCST,FIXOVH,VAROVH,CSTCAT,NEWCST,NEWMCO,NEWECO,NEWLCO,NEWFCO,NEWVCO,SIGNAL,CWHLOC,CATCD1,CATCD2,CATCD3,CATCD4,CATCD5,CATCD6,CATCD7,CATCD8,CATCD9,CATCD10,ORDBLK,LSTRDT,lotelg,catgry,CATCD19,CATCD20,CATCD21,CATCD22,CATCD25,ctrlprice,ssllia
830,121,728204,-6-128-MIGRY,TCL 20 5G (6GB+128GB) (MIST GR,9999997282043,9999997282043,L0,31,05,nos,68399.05,71999.0,0.0,57151.42,0.0,0.0,VAT18%,0,0.0,1,L03105,0,0,0.0,0.0,0.0,0.0,0.0,,,,9,0.0,0.0,0.0,0.0,0,0,0,F,,1.0,278,,,301,131,,chandana,2022-04-11, ,,0,68399.05,,0,NO_TAX,NO_TAX,NO_TAX,B,B,B,B,1,,0.0,0,0,0,0,0,0,,0.0,0.0,N,0.0,,STAND,0.0000,0.0000,0.0000,0.0000,0.00,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,,,DD,,,,,,2070-01-01,0,,,,,,,0,
