rep_date,sbu_code,loc_code,loc_name,prim_cls,main_grp,catdes,item_code,supplier,itm_desc,itm_group,on_hand_qty,avg_price,plu_code,cur,ove30,ove60,ove90,ove120,ove180,ove270,ove365,ove730,neg_stock,on_hand_value,cur_val,ove30_val,ove60_val,ove90_val,ove120_val,ove180_val,ove270_val,ove365_val,ove730_val,neg_stock_val
2024-06-15,830,166,Palanwatta Arpico Daily,B,Electricals,Electronics,KNHP6289,100499,KRYPTON HOT PLATE,L03102,1.0,5400.0,774785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5400.0,0.0,0.0
2024-06-15,830,166,Palanwatta Arpico Daily,B,Electricals,Electronics,LPDC-HK3402,298,SUGA ELECTRIC OVEN -34L,L03102,1.0,29121.59,829088,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,29121.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29121.59,0.0
2024-06-15,830,166,Palanwatta Arpico Daily,B,Electricals,Electronics,LPDM001 G,100429,DMS HOT PLATE SINGLE  GREY,L03102,3.0,12153.49,751304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,36460.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36460.47,0.0,0.0
2024-06-15,830,166,Palanwatta Arpico Daily,B,Electricals,Electronics,LPDMH-002,100429,DMS HOT PLATE 2 BURNER 2000W B,L03102,3.0,16150.0,786930,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,48450.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48450.0,0.0,0.0
2024-06-15,830,166,Palanwatta Arpico Daily,B,Electricals,Electronics,LPDMH002W,100429,DOUBLE HOT PLATE WHITE,L03102,3.0,14854.98,722836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,44564.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44564.94,0.0,0.0
2024-06-15,830,166,Palanwatta Arpico Daily,B,Electricals,Electronics,LPMH-1000WH,1617,MEGA WATER HEATER 1000W (L),L03102,3.0,1612.5,761414,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,4837.5,0.0,0.0,0.0,0.0,0.0,4837.5,0.0,0.0,0.0,0.0
2024-06-15,830,166,Palanwatta Arpico Daily,B,Electricals,Electronics,LPMH-1000WHS,1617,MEGA WATER HEATER 1000W (S),L03102,2.0,1487.3,781562,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2974.6,0.0,0.0,0.0,0.0,0.0,2974.6,0.0,0.0,0.0,0.0
2024-06-15,830,166,Palanwatta Arpico Daily,B,Electricals,Electronics,LPMH-1500WH,1617,MEGA WATER HEATER 1500W (L),L03102,1.0,1664.72,761413,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1664.72,0.0,0.0,0.0,0.0,0.0,1664.72,0.0,0.0,0.0,0.0
2024-06-15,830,166,Palanwatta Arpico Daily,B,Electricals,Electronics,AK88655,100534,AKKO STAR HEAD TORCH - 3W/AK88,L03103,1.0,1156.63,786811,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1156.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1156.63,0.0
2024-06-15,830,166,Palanwatta Arpico Daily,B,Electricals,Electronics,LPAD-ACP1JET,2040,ARPICO ELECTRIC WATERPUMP 1HP,L03103,1.0,17280.05,718601,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,17280.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17280.05,0.0,0.0
